Listing_ID,Building_Name,Street_Address,Zip_Code,Unit_Type,Base_Rent_USD,Flat_Utility_Fee_USD,Mandatory_Tech_Fee_USD,Application_Fee_USD,Security_Deposit_Structure,Laundry_Facilities,Air_Conditioning,Flooring_Type,Pet_Policy,Special_Features
ZIL-214,605 Hinman,626 Hinman Ave,60202,1 Bed,1670,150,35.67,95,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (2 pet limit, no weight restrictions)","Vintage charm, near Lake Michigan, tech bundle required"
ZIL-215,Carlson Building,1869 Church St,60201,4 Bed,3491,343,0.0,75,1.5 Month Rent,Shared (On-site),Optional ($450/year fee),Hardwood,"Allowed (2 pet limit, under 50 lbs)","Downtown location, elevator building, vintage 8-story, free October rent promotion"
ZIL-216,605 Hinman,554 Hinman Ave,60202,3 Bed,2972,310,35.67,95,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (2 pet limit, no weight restrictions)","Vintage charm, near Lake Michigan, tech bundle required"
ZIL-217,The Orrington Flats,1547 Orrington Ave,60201,Studio,1418,89,25.0,90,1 Month Rent,In-Unit,Central AC,Hardwood & Tile,Cats only (2 limit),"Heart of downtown, steps to Target and Starbucks, premium campus proximity"
ZIL-218,The Main Street Vintage,1843 Main St,60202,2 Bed,2163,196,0.0,60,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (1 pet limit, under 25 lbs)","Right next to Main St Metra/CTA, courtyard style building"
ZIL-219,The Orrington Flats,1928 Orrington Ave,60201,Studio,1413,94,25.0,90,1 Month Rent,In-Unit,Central AC,Hardwood & Tile,Cats only (2 limit),"Heart of downtown, steps to Target and Starbucks, premium campus proximity"
ZIL-220,The Main Street Vintage,808 Main St,60202,1 Bed,1533,146,0.0,60,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (1 pet limit, under 25 lbs)","Right next to Main St Metra/CTA, courtyard style building"
ZIL-221,The Orrington Flats,268 Orrington Ave,60201,2 Bed,1999,209,25.0,90,1 Month Rent,In-Unit,Central AC,Hardwood & Tile,Cats only (2 limit),"Heart of downtown, steps to Target and Starbucks, premium campus proximity"
ZIL-222,Carlson Building,1927 Church St,60201,4 Bed,3632,333,0.0,75,1.5 Month Rent,Shared (On-site),Optional ($450/year fee),Hardwood,"Allowed (2 pet limit, under 50 lbs)","Downtown location, elevator building, vintage 8-story, free October rent promotion"
ZIL-223,The Orrington Flats,287 Orrington Ave,60201,1 Bed,1538,154,25.0,90,1 Month Rent,In-Unit,Central AC,Hardwood & Tile,Cats only (2 limit),"Heart of downtown, steps to Target and Starbucks, premium campus proximity"
ZIL-224,605 Hinman,654 Hinman Ave,60202,3 Bed,2998,275,35.67,95,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (2 pet limit, no weight restrictions)","Vintage charm, near Lake Michigan, tech bundle required"
ZIL-225,The Orrington Flats,367 Orrington Ave,60201,2 Bed,2035,209,25.0,90,1 Month Rent,In-Unit,Central AC,Hardwood & Tile,Cats only (2 limit),"Heart of downtown, steps to Target and Starbucks, premium campus proximity"
ZIL-226,Carlson Building,1530 Church St,60201,Studio,1449,83,0.0,75,1.5 Month Rent,Shared (On-site),Optional ($450/year fee),Hardwood,"Allowed (2 pet limit, under 50 lbs)","Downtown location, elevator building, vintage 8-story, free October rent promotion"
ZIL-227,Carlson Building,532 Church St,60201,3 Bed,2806,276,0.0,75,1.5 Month Rent,Shared (On-site),Optional ($450/year fee),Hardwood,"Allowed (2 pet limit, under 50 lbs)","Downtown location, elevator building, vintage 8-story, free October rent promotion"
ZIL-228,917-925 Hinman Ave,1800 Hinman Ave,60202,2 Bed,1981,203,0.0,85,Rhino Security Deposit Insurance or 1 Month Rent,Shared (Laundry Room),Window Mounted Unit Included,Hardwood,"Allowed (2 pet limit, 40 lbs weight limit)","Abundance of greenery, historic building charm, close to shops"
ZIL-229,Carlson Building,2184 Church St,60201,Studio,1261,81,0.0,75,1.5 Month Rent,Shared (On-site),Optional ($450/year fee),Hardwood,"Allowed (2 pet limit, under 50 lbs)","Downtown location, elevator building, vintage 8-story, free October rent promotion"
ZIL-230,The Main Street Vintage,850 Main St,60202,1 Bed,1747,155,0.0,60,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (1 pet limit, under 25 lbs)","Right next to Main St Metra/CTA, courtyard style building"
ZIL-231,The Orrington Flats,1114 Orrington Ave,60201,2 Bed,1641,197,25.0,90,1 Month Rent,In-Unit,Central AC,Hardwood & Tile,Cats only (2 limit),"Heart of downtown, steps to Target and Starbucks, premium campus proximity"
ZIL-232,917-925 Hinman Ave,540 Hinman Ave,60202,1 Bed,1666,157,0.0,85,Rhino Security Deposit Insurance or 1 Month Rent,Shared (Laundry Room),Window Mounted Unit Included,Hardwood,"Allowed (2 pet limit, 40 lbs weight limit)","Abundance of greenery, historic building charm, close to shops"
ZIL-233,Sherman Avenue Residences,1755 Sherman Ave,60201,1 Bed,1538,149,50.0,100,$500 Non-refundable Move-in Fee,In-Unit,Central AC,Modern Luxury Vinyl Plank,"Allowed (2 pet limit, no weight restrictions)","Modern luxury building, rooftop deck access, fitness center"
ZIL-234,The Orrington Flats,1111 Orrington Ave,60201,Studio,1290,88,25.0,90,1 Month Rent,In-Unit,Central AC,Hardwood & Tile,Cats only (2 limit),"Heart of downtown, steps to Target and Starbucks, premium campus proximity"
ZIL-235,Carlson Building,1949 Church St,60201,1 Bed,1530,145,0.0,75,1.5 Month Rent,Shared (On-site),Optional ($450/year fee),Hardwood,"Allowed (2 pet limit, under 50 lbs)","Downtown location, elevator building, vintage 8-story, free October rent promotion"
ZIL-236,605 Hinman,550 Hinman Ave,60202,3 Bed,2692,305,35.67,95,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (2 pet limit, no weight restrictions)","Vintage charm, near Lake Michigan, tech bundle required"
ZIL-237,The Main Street Vintage,1693 Main St,60202,2 Bed,1859,200,0.0,60,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (1 pet limit, under 25 lbs)","Right next to Main St Metra/CTA, courtyard style building"
ZIL-238,The Main Street Vintage,1531 Main St,60202,1 Bed,1726,131,0.0,60,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (1 pet limit, under 25 lbs)","Right next to Main St Metra/CTA, courtyard style building"
ZIL-239,The Orrington Flats,2184 Orrington Ave,60201,1 Bed,1688,154,25.0,90,1 Month Rent,In-Unit,Central AC,Hardwood & Tile,Cats only (2 limit),"Heart of downtown, steps to Target and Starbucks, premium campus proximity"
ZIL-240,917-925 Hinman Ave,2078 Hinman Ave,60202,1 Bed,1745,158,0.0,85,Rhino Security Deposit Insurance or 1 Month Rent,Shared (Laundry Room),Window Mounted Unit Included,Hardwood,"Allowed (2 pet limit, 40 lbs weight limit)","Abundance of greenery, historic building charm, close to shops"
ZIL-241,605 Hinman,687 Hinman Ave,60202,2 Bed,1715,193,35.67,95,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (2 pet limit, no weight restrictions)","Vintage charm, near Lake Michigan, tech bundle required"
ZIL-242,Carlson Building,1176 Church St,60201,Studio,1280,89,0.0,75,1.5 Month Rent,Shared (On-site),Optional ($450/year fee),Hardwood,"Allowed (2 pet limit, under 50 lbs)","Downtown location, elevator building, vintage 8-story, free October rent promotion"
ZIL-243,Sherman Avenue Residences,884 Sherman Ave,60201,1 Bed,1663,162,50.0,100,$500 Non-refundable Move-in Fee,In-Unit,Central AC,Modern Luxury Vinyl Plank,"Allowed (2 pet limit, no weight restrictions)","Modern luxury building, rooftop deck access, fitness center"
ZIL-244,The Orrington Flats,1437 Orrington Ave,60201,2 Bed,1745,190,25.0,90,1 Month Rent,In-Unit,Central AC,Hardwood & Tile,Cats only (2 limit),"Heart of downtown, steps to Target and Starbucks, premium campus proximity"
ZIL-245,Sherman Avenue Residences,1036 Sherman Ave,60201,Studio,1289,93,50.0,100,$500 Non-refundable Move-in Fee,In-Unit,Central AC,Modern Luxury Vinyl Plank,"Allowed (2 pet limit, no weight restrictions)","Modern luxury building, rooftop deck access, fitness center"
ZIL-246,917-925 Hinman Ave,1368 Hinman Ave,60202,1 Bed,1494,129,0.0,85,Rhino Security Deposit Insurance or 1 Month Rent,Shared (Laundry Room),Window Mounted Unit Included,Hardwood,"Allowed (2 pet limit, 40 lbs weight limit)","Abundance of greenery, historic building charm, close to shops"
ZIL-247,The Orrington Flats,1408 Orrington Ave,60201,2 Bed,1770,183,25.0,90,1 Month Rent,In-Unit,Central AC,Hardwood & Tile,Cats only (2 limit),"Heart of downtown, steps to Target and Starbucks, premium campus proximity"
ZIL-248,The Orrington Flats,1316 Orrington Ave,60201,2 Bed,2033,189,25.0,90,1 Month Rent,In-Unit,Central AC,Hardwood & Tile,Cats only (2 limit),"Heart of downtown, steps to Target and Starbucks, premium campus proximity"
ZIL-249,Carlson Building,555 Church St,60201,3 Bed,2496,300,0.0,75,1.5 Month Rent,Shared (On-site),Optional ($450/year fee),Hardwood,"Allowed (2 pet limit, under 50 lbs)","Downtown location, elevator building, vintage 8-story, free October rent promotion"
ZIL-250,605 Hinman,304 Hinman Ave,60202,3 Bed,2531,271,35.67,95,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (2 pet limit, no weight restrictions)","Vintage charm, near Lake Michigan, tech bundle required"
ZIL-251,917-925 Hinman Ave,172 Hinman Ave,60202,1 Bed,1612,133,0.0,85,Rhino Security Deposit Insurance or 1 Month Rent,Shared (Laundry Room),Window Mounted Unit Included,Hardwood,"Allowed (2 pet limit, 40 lbs weight limit)","Abundance of greenery, historic building charm, close to shops"
ZIL-252,Carlson Building,1704 Church St,60201,1 Bed,1543,153,0.0,75,1.5 Month Rent,Shared (On-site),Optional ($450/year fee),Hardwood,"Allowed (2 pet limit, under 50 lbs)","Downtown location, elevator building, vintage 8-story, free October rent promotion"
ZIL-253,Sherman Avenue Residences,485 Sherman Ave,60201,1 Bed,1711,123,50.0,100,$500 Non-refundable Move-in Fee,In-Unit,Central AC,Modern Luxury Vinyl Plank,"Allowed (2 pet limit, no weight restrictions)","Modern luxury building, rooftop deck access, fitness center"
ZIL-254,The Main Street Vintage,1084 Main St,60202,1 Bed,1616,131,0.0,60,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (1 pet limit, under 25 lbs)","Right next to Main St Metra/CTA, courtyard style building"
ZIL-255,605 Hinman,1346 Hinman Ave,60202,1 Bed,1610,163,35.67,95,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (2 pet limit, no weight restrictions)","Vintage charm, near Lake Michigan, tech bundle required"
ZIL-256,Sherman Avenue Residences,368 Sherman Ave,60201,2 Bed,2047,208,50.0,100,$500 Non-refundable Move-in Fee,In-Unit,Central AC,Modern Luxury Vinyl Plank,"Allowed (2 pet limit, no weight restrictions)","Modern luxury building, rooftop deck access, fitness center"
ZIL-257,605 Hinman,1479 Hinman Ave,60202,1 Bed,1629,161,35.67,95,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (2 pet limit, no weight restrictions)","Vintage charm, near Lake Michigan, tech bundle required"
ZIL-258,The Orrington Flats,764 Orrington Ave,60201,Studio,1423,94,25.0,90,1 Month Rent,In-Unit,Central AC,Hardwood & Tile,Cats only (2 limit),"Heart of downtown, steps to Target and Starbucks, premium campus proximity"
ZIL-259,The Orrington Flats,1237 Orrington Ave,60201,1 Bed,1742,144,25.0,90,1 Month Rent,In-Unit,Central AC,Hardwood & Tile,Cats only (2 limit),"Heart of downtown, steps to Target and Starbucks, premium campus proximity"
ZIL-260,Sherman Avenue Residences,585 Sherman Ave,60201,3 Bed,2756,302,50.0,100,$500 Non-refundable Move-in Fee,In-Unit,Central AC,Modern Luxury Vinyl Plank,"Allowed (2 pet limit, no weight restrictions)","Modern luxury building, rooftop deck access, fitness center"
ZIL-261,The Main Street Vintage,139 Main St,60202,2 Bed,1778,210,0.0,60,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (1 pet limit, under 25 lbs)","Right next to Main St Metra/CTA, courtyard style building"
ZIL-262,605 Hinman,1260 Hinman Ave,60202,1 Bed,1710,161,35.67,95,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (2 pet limit, no weight restrictions)","Vintage charm, near Lake Michigan, tech bundle required"
ZIL-263,The Orrington Flats,1864 Orrington Ave,60201,2 Bed,2173,210,25.0,90,1 Month Rent,In-Unit,Central AC,Hardwood & Tile,Cats only (2 limit),"Heart of downtown, steps to Target and Starbucks, premium campus proximity"
ZIL-264,Sherman Avenue Residences,1200 Sherman Ave,60201,2 Bed,1994,204,50.0,100,$500 Non-refundable Move-in Fee,In-Unit,Central AC,Modern Luxury Vinyl Plank,"Allowed (2 pet limit, no weight restrictions)","Modern luxury building, rooftop deck access, fitness center"
ZIL-265,The Orrington Flats,1625 Orrington Ave,60201,2 Bed,1880,198,25.0,90,1 Month Rent,In-Unit,Central AC,Hardwood & Tile,Cats only (2 limit),"Heart of downtown, steps to Target and Starbucks, premium campus proximity"
ZIL-266,The Main Street Vintage,255 Main St,60202,1 Bed,1690,140,0.0,60,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (1 pet limit, under 25 lbs)","Right next to Main St Metra/CTA, courtyard style building"
ZIL-267,The Orrington Flats,1427 Orrington Ave,60201,Studio,1426,85,25.0,90,1 Month Rent,In-Unit,Central AC,Hardwood & Tile,Cats only (2 limit),"Heart of downtown, steps to Target and Starbucks, premium campus proximity"
ZIL-268,Sherman Avenue Residences,1605 Sherman Ave,60201,3 Bed,2887,277,50.0,100,$500 Non-refundable Move-in Fee,In-Unit,Central AC,Modern Luxury Vinyl Plank,"Allowed (2 pet limit, no weight restrictions)","Modern luxury building, rooftop deck access, fitness center"
ZIL-269,605 Hinman,205 Hinman Ave,60202,1 Bed,1706,120,35.67,95,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (2 pet limit, no weight restrictions)","Vintage charm, near Lake Michigan, tech bundle required"
ZIL-270,Sherman Avenue Residences,300 Sherman Ave,60201,2 Bed,2220,192,50.0,100,$500 Non-refundable Move-in Fee,In-Unit,Central AC,Modern Luxury Vinyl Plank,"Allowed (2 pet limit, no weight restrictions)","Modern luxury building, rooftop deck access, fitness center"
ZIL-271,605 Hinman,568 Hinman Ave,60202,3 Bed,2633,279,35.67,95,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (2 pet limit, no weight restrictions)","Vintage charm, near Lake Michigan, tech bundle required"
ZIL-272,Carlson Building,908 Church St,60201,3 Bed,2615,274,0.0,75,1.5 Month Rent,Shared (On-site),Optional ($450/year fee),Hardwood,"Allowed (2 pet limit, under 50 lbs)","Downtown location, elevator building, vintage 8-story, free October rent promotion"
ZIL-273,The Main Street Vintage,1469 Main St,60202,2 Bed,2200,182,0.0,60,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (1 pet limit, under 25 lbs)","Right next to Main St Metra/CTA, courtyard style building"
ZIL-274,605 Hinman,2115 Hinman Ave,60202,2 Bed,2085,196,35.67,95,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (2 pet limit, no weight restrictions)","Vintage charm, near Lake Michigan, tech bundle required"
ZIL-275,The Main Street Vintage,1887 Main St,60202,2 Bed,1716,209,0.0,60,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (1 pet limit, under 25 lbs)","Right next to Main St Metra/CTA, courtyard style building"
ZIL-276,Sherman Avenue Residences,1531 Sherman Ave,60201,Studio,1325,88,50.0,100,$500 Non-refundable Move-in Fee,In-Unit,Central AC,Modern Luxury Vinyl Plank,"Allowed (2 pet limit, no weight restrictions)","Modern luxury building, rooftop deck access, fitness center"
ZIL-277,The Main Street Vintage,544 Main St,60202,1 Bed,1578,156,0.0,60,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (1 pet limit, under 25 lbs)","Right next to Main St Metra/CTA, courtyard style building"
ZIL-278,The Orrington Flats,867 Orrington Ave,60201,Studio,1212,94,25.0,90,1 Month Rent,In-Unit,Central AC,Hardwood & Tile,Cats only (2 limit),"Heart of downtown, steps to Target and Starbucks, premium campus proximity"
ZIL-279,Carlson Building,1977 Church St,60201,4 Bed,3305,336,0.0,75,1.5 Month Rent,Shared (On-site),Optional ($450/year fee),Hardwood,"Allowed (2 pet limit, under 50 lbs)","Downtown location, elevator building, vintage 8-story, free October rent promotion"
ZIL-280,Sherman Avenue Residences,350 Sherman Ave,60201,3 Bed,2997,287,50.0,100,$500 Non-refundable Move-in Fee,In-Unit,Central AC,Modern Luxury Vinyl Plank,"Allowed (2 pet limit, no weight restrictions)","Modern luxury building, rooftop deck access, fitness center"
ZIL-281,Carlson Building,161 Church St,60201,4 Bed,3725,340,0.0,75,1.5 Month Rent,Shared (On-site),Optional ($450/year fee),Hardwood,"Allowed (2 pet limit, under 50 lbs)","Downtown location, elevator building, vintage 8-story, free October rent promotion"
ZIL-282,The Orrington Flats,377 Orrington Ave,60201,2 Bed,1724,191,25.0,90,1 Month Rent,In-Unit,Central AC,Hardwood & Tile,Cats only (2 limit),"Heart of downtown, steps to Target and Starbucks, premium campus proximity"
ZIL-283,The Orrington Flats,722 Orrington Ave,60201,1 Bed,1649,145,25.0,90,1 Month Rent,In-Unit,Central AC,Hardwood & Tile,Cats only (2 limit),"Heart of downtown, steps to Target and Starbucks, premium campus proximity"
ZIL-284,Carlson Building,1731 Church St,60201,4 Bed,3828,353,0.0,75,1.5 Month Rent,Shared (On-site),Optional ($450/year fee),Hardwood,"Allowed (2 pet limit, under 50 lbs)","Downtown location, elevator building, vintage 8-story, free October rent promotion"
ZIL-285,Sherman Avenue Residences,2049 Sherman Ave,60201,2 Bed,1974,209,50.0,100,$500 Non-refundable Move-in Fee,In-Unit,Central AC,Modern Luxury Vinyl Plank,"Allowed (2 pet limit, no weight restrictions)","Modern luxury building, rooftop deck access, fitness center"
ZIL-286,The Main Street Vintage,580 Main St,60202,2 Bed,2184,180,0.0,60,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (1 pet limit, under 25 lbs)","Right next to Main St Metra/CTA, courtyard style building"
ZIL-287,The Main Street Vintage,1376 Main St,60202,2 Bed,1683,193,0.0,60,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (1 pet limit, under 25 lbs)","Right next to Main St Metra/CTA, courtyard style building"
ZIL-288,Carlson Building,507 Church St,60201,1 Bed,1619,140,0.0,75,1.5 Month Rent,Shared (On-site),Optional ($450/year fee),Hardwood,"Allowed (2 pet limit, under 50 lbs)","Downtown location, elevator building, vintage 8-story, free October rent promotion"
ZIL-289,917-925 Hinman Ave,1639 Hinman Ave,60202,Studio,1399,94,0.0,85,Rhino Security Deposit Insurance or 1 Month Rent,Shared (Laundry Room),Window Mounted Unit Included,Hardwood,"Allowed (2 pet limit, 40 lbs weight limit)","Abundance of greenery, historic building charm, close to shops"
ZIL-290,The Main Street Vintage,1285 Main St,60202,2 Bed,1799,209,0.0,60,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (1 pet limit, under 25 lbs)","Right next to Main St Metra/CTA, courtyard style building"
ZIL-291,605 Hinman,293 Hinman Ave,60202,1 Bed,1684,165,35.67,95,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (2 pet limit, no weight restrictions)","Vintage charm, near Lake Michigan, tech bundle required"
ZIL-292,917-925 Hinman Ave,735 Hinman Ave,60202,Studio,1394,81,0.0,85,Rhino Security Deposit Insurance or 1 Month Rent,Shared (Laundry Room),Window Mounted Unit Included,Hardwood,"Allowed (2 pet limit, 40 lbs weight limit)","Abundance of greenery, historic building charm, close to shops"
ZIL-293,The Main Street Vintage,1749 Main St,60202,2 Bed,1740,204,0.0,60,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (1 pet limit, under 25 lbs)","Right next to Main St Metra/CTA, courtyard style building"
ZIL-294,605 Hinman,2026 Hinman Ave,60202,3 Bed,2830,287,35.67,95,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (2 pet limit, no weight restrictions)","Vintage charm, near Lake Michigan, tech bundle required"
ZIL-295,Carlson Building,1034 Church St,60201,1 Bed,1626,140,0.0,75,1.5 Month Rent,Shared (On-site),Optional ($450/year fee),Hardwood,"Allowed (2 pet limit, under 50 lbs)","Downtown location, elevator building, vintage 8-story, free October rent promotion"
ZIL-296,The Orrington Flats,1170 Orrington Ave,60201,1 Bed,1504,146,25.0,90,1 Month Rent,In-Unit,Central AC,Hardwood & Tile,Cats only (2 limit),"Heart of downtown, steps to Target and Starbucks, premium campus proximity"
ZIL-297,The Main Street Vintage,1791 Main St,60202,1 Bed,1586,155,0.0,60,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (1 pet limit, under 25 lbs)","Right next to Main St Metra/CTA, courtyard style building"
ZIL-298,605 Hinman,259 Hinman Ave,60202,3 Bed,2906,304,35.67,95,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (2 pet limit, no weight restrictions)","Vintage charm, near Lake Michigan, tech bundle required"
ZIL-299,Sherman Avenue Residences,486 Sherman Ave,60201,2 Bed,1850,188,50.0,100,$500 Non-refundable Move-in Fee,In-Unit,Central AC,Modern Luxury Vinyl Plank,"Allowed (2 pet limit, no weight restrictions)","Modern luxury building, rooftop deck access, fitness center"
ZIL-300,Sherman Avenue Residences,2157 Sherman Ave,60201,1 Bed,1670,128,50.0,100,$500 Non-refundable Move-in Fee,In-Unit,Central AC,Modern Luxury Vinyl Plank,"Allowed (2 pet limit, no weight restrictions)","Modern luxury building, rooftop deck access, fitness center"
ZIL-301,605 Hinman,2014 Hinman Ave,60202,1 Bed,1493,134,35.67,95,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (2 pet limit, no weight restrictions)","Vintage charm, near Lake Michigan, tech bundle required"
ZIL-302,The Main Street Vintage,1640 Main St,60202,2 Bed,1905,180,0.0,60,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (1 pet limit, under 25 lbs)","Right next to Main St Metra/CTA, courtyard style building"
ZIL-303,The Main Street Vintage,1347 Main St,60202,1 Bed,1607,116,0.0,60,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (1 pet limit, under 25 lbs)","Right next to Main St Metra/CTA, courtyard style building"
ZIL-304,The Orrington Flats,1106 Orrington Ave,60201,1 Bed,1599,128,25.0,90,1 Month Rent,In-Unit,Central AC,Hardwood & Tile,Cats only (2 limit),"Heart of downtown, steps to Target and Starbucks, premium campus proximity"
ZIL-305,917-925 Hinman Ave,2044 Hinman Ave,60202,1 Bed,1705,164,0.0,85,Rhino Security Deposit Insurance or 1 Month Rent,Shared (Laundry Room),Window Mounted Unit Included,Hardwood,"Allowed (2 pet limit, 40 lbs weight limit)","Abundance of greenery, historic building charm, close to shops"
ZIL-306,The Orrington Flats,278 Orrington Ave,60201,2 Bed,1983,210,25.0,90,1 Month Rent,In-Unit,Central AC,Hardwood & Tile,Cats only (2 limit),"Heart of downtown, steps to Target and Starbucks, premium campus proximity"
ZIL-307,The Orrington Flats,1761 Orrington Ave,60201,2 Bed,1815,207,25.0,90,1 Month Rent,In-Unit,Central AC,Hardwood & Tile,Cats only (2 limit),"Heart of downtown, steps to Target and Starbucks, premium campus proximity"
ZIL-308,605 Hinman,488 Hinman Ave,60202,2 Bed,1980,208,35.67,95,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (2 pet limit, no weight restrictions)","Vintage charm, near Lake Michigan, tech bundle required"
ZIL-309,The Orrington Flats,1144 Orrington Ave,60201,2 Bed,1963,187,25.0,90,1 Month Rent,In-Unit,Central AC,Hardwood & Tile,Cats only (2 limit),"Heart of downtown, steps to Target and Starbucks, premium campus proximity"
ZIL-310,The Orrington Flats,470 Orrington Ave,60201,1 Bed,1590,120,25.0,90,1 Month Rent,In-Unit,Central AC,Hardwood & Tile,Cats only (2 limit),"Heart of downtown, steps to Target and Starbucks, premium campus proximity"
ZIL-311,605 Hinman,576 Hinman Ave,60202,2 Bed,1954,190,35.67,95,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (2 pet limit, no weight restrictions)","Vintage charm, near Lake Michigan, tech bundle required"
ZIL-312,The Orrington Flats,1081 Orrington Ave,60201,1 Bed,1693,161,25.0,90,1 Month Rent,In-Unit,Central AC,Hardwood & Tile,Cats only (2 limit),"Heart of downtown, steps to Target and Starbucks, premium campus proximity"
ZIL-313,The Main Street Vintage,693 Main St,60202,1 Bed,1610,130,0.0,60,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (1 pet limit, under 25 lbs)","Right next to Main St Metra/CTA, courtyard style building"
ZIL-314,Sherman Avenue Residences,1214 Sherman Ave,60201,Studio,1448,95,50.0,100,$500 Non-refundable Move-in Fee,In-Unit,Central AC,Modern Luxury Vinyl Plank,"Allowed (2 pet limit, no weight restrictions)","Modern luxury building, rooftop deck access, fitness center"
ZIL-315,917-925 Hinman Ave,1438 Hinman Ave,60202,Studio,1425,93,0.0,85,Rhino Security Deposit Insurance or 1 Month Rent,Shared (Laundry Room),Window Mounted Unit Included,Hardwood,"Allowed (2 pet limit, 40 lbs weight limit)","Abundance of greenery, historic building charm, close to shops"
ZIL-316,917-925 Hinman Ave,1338 Hinman Ave,60202,Studio,1275,80,0.0,85,Rhino Security Deposit Insurance or 1 Month Rent,Shared (Laundry Room),Window Mounted Unit Included,Hardwood,"Allowed (2 pet limit, 40 lbs weight limit)","Abundance of greenery, historic building charm, close to shops"
ZIL-317,Carlson Building,2185 Church St,60201,4 Bed,3671,333,0.0,75,1.5 Month Rent,Shared (On-site),Optional ($450/year fee),Hardwood,"Allowed (2 pet limit, under 50 lbs)","Downtown location, elevator building, vintage 8-story, free October rent promotion"
ZIL-318,Carlson Building,1175 Church St,60201,2 Bed,2220,188,0.0,75,1.5 Month Rent,Shared (On-site),Optional ($450/year fee),Hardwood,"Allowed (2 pet limit, under 50 lbs)","Downtown location, elevator building, vintage 8-story, free October rent promotion"
ZIL-319,Sherman Avenue Residences,521 Sherman Ave,60201,2 Bed,1634,192,50.0,100,$500 Non-refundable Move-in Fee,In-Unit,Central AC,Modern Luxury Vinyl Plank,"Allowed (2 pet limit, no weight restrictions)","Modern luxury building, rooftop deck access, fitness center"
ZIL-320,605 Hinman,856 Hinman Ave,60202,3 Bed,2611,309,35.67,95,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (2 pet limit, no weight restrictions)","Vintage charm, near Lake Michigan, tech bundle required"
ZIL-321,Sherman Avenue Residences,1309 Sherman Ave,60201,Studio,1421,95,50.0,100,$500 Non-refundable Move-in Fee,In-Unit,Central AC,Modern Luxury Vinyl Plank,"Allowed (2 pet limit, no weight restrictions)","Modern luxury building, rooftop deck access, fitness center"
ZIL-322,Carlson Building,842 Church St,60201,Studio,1220,93,0.0,75,1.5 Month Rent,Shared (On-site),Optional ($450/year fee),Hardwood,"Allowed (2 pet limit, under 50 lbs)","Downtown location, elevator building, vintage 8-story, free October rent promotion"
ZIL-323,The Orrington Flats,1665 Orrington Ave,60201,2 Bed,1753,187,25.0,90,1 Month Rent,In-Unit,Central AC,Hardwood & Tile,Cats only (2 limit),"Heart of downtown, steps to Target and Starbucks, premium campus proximity"
